split,target,baseline,metric,items,wins,losses,ties,mean_relative
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,score_rz1,38,2,16,20,0.049314806417982096
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,rz_total,38,1,15,22,0.05885865146439243
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,CNOT,38,3,15,20,0.022925610025002766
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,depth,38,3,15,20,0.03023098547069528
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,score_synth_tperrz30,38,1,15,22,0.03730643201806082
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,score,38,1,15,22,0.09836267629240966
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,score_rz1,38,1,15,22,0.05395313724366544
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,rz_total,38,1,15,22,0.06057017576894744
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,CNOT,38,2,12,24,0.030158240194330905
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top512,depth,38,2,14,22,0.03637345621939086
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,score_synth_tperrz30,38,1,17,20,0.037277549028558496
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,score,38,1,17,20,0.09670147189117229
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,score_rz1,38,1,17,20,0.05335231269867106
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,rz_total,38,0,15,23,0.06071867410567916
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,CNOT,38,2,14,22,0.024003302484410644
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top512,depth,38,2,16,20,0.03147323853319233
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,score_synth_tperrz30,38,2,16,20,0.034399919992362867
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,score,38,2,16,20,0.08428893572676653
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,score_rz1,38,2,16,20,0.04798879063045056
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,rz_total,38,1,16,21,0.061306896215065326
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,CNOT,38,3,15,20,-0.004875806328699866
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top512,depth,38,3,15,20,0.024759446955880646
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,score_synth_tperrz30,38,1,17,20,0.03726932204523636
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,score,38,1,17,20,0.09474326167467854
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,score_rz1,38,1,17,20,0.053068237398925466
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,rz_total,38,2,16,20,0.06278752670209929
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,CNOT,38,1,16,21,0.029279620520541495
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top512,depth,38,2,16,20,0.036105180185228854
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,score_synth_tperrz30,38,2,16,20,0.03663409122241905
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,score,38,2,16,20,0.09633567153257011
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,score_rz1,38,2,16,20,0.052812020665583014
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,rz_total,38,1,14,23,0.05541511953128539
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,CNOT,38,3,15,20,0.02353912983365007
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top512,depth,38,3,15,20,0.03014396120491403
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top512,score_synth_tperrz30,38,2,16,20,0.03660170289363278
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top512,score,38,2,16,20,0.09277947768196523
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top512,score_rz1,38,2,16,20,0.05201951185746319
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
