CNOT,T,anf_terms,budget,candidate_top_k,correct,depth,explicit_ancilla,gates,max_polarities,mcts_simulations,method,model,n,n_qubits,name,neural_mcts_simulations,peak_ancilla,score,skipped,terms,time_s,truth_table_hex,variant
258,140,37,top8_s8_n12,8,True,262,2,110,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_3,12,3,161.35,,26,0.06545114517211914,CE177B4E0837B8A3,learned_prior
68,32,14,top8_s8_n12,8,True,72,1,36,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,5,7,truth_n5_61,12,2,40.16,,10,1.868744134902954,3838B326,learned_prior
101,44,11,top8_s8_n12,8,True,103,1,51,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,5,7,truth_n5_56,12,2,54.095,,12,3.435666084289551,FD5166E6,learned_prior
272,136,34,top8_s8_n12,8,True,280,2,128,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_4,12,3,158.35999999999999,,28,0.047856807708740234,66B2BC5B50C187FC,learned_prior
218,116,37,top8_s8_n12,8,True,222,2,96,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_3,12,3,135.01000000000002,,26,0.2531089782714844,CE177B4E0837B8A3,learned_prior
243,120,34,top8_s8_n12,8,True,255,2,115,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_4,12,3,140.695,,28,0.26737308502197266,66B2BC5B50C187FC,learned_prior
246,124,34,top8_s8_n12,8,True,252,2,114,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_5,12,3,144.76,,24,0.04050302505493164,10F1BC81448AAA9E,learned_prior
246,124,34,top8_s8_n12,8,True,252,2,114,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_5,12,3,144.76,,24,0.24236106872558594,10F1BC81448AAA9E,learned_prior
90,44,17,top8_s8_n12,8,True,97,1,49,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,5,7,truth_n5_59,12,2,53.545,,15,3.471350908279419,B02B61C4,learned_prior
205,96,33,top8_s8_n12,8,True,216,2,104,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_6,12,3,114.48,,23,0.05170297622680664,E9C349E03602F8AC,learned_prior
86,44,19,top8_s8_n12,8,True,90,1,42,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,5,7,truth_n5_60,12,2,53.21,,12,3.240407943725586,8E944239,learned_prior
81,36,21,top8_s8_n12,8,True,89,1,45,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,5,7,truth_n5_62,12,2,45.025000000000006,,10,3.0024890899658203,AF42E12F,learned_prior
230,108,29,top8_s8_n12,8,True,237,2,111,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_7,12,3,127.865,,25,0.03386116027832031,9132B63EF16287E4,learned_prior
205,96,33,top8_s8_n12,8,True,216,2,104,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_6,12,3,114.48,,23,0.24071383476257324,E9C349E03602F8AC,learned_prior
230,108,29,top8_s8_n12,8,True,237,2,111,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_7,12,3,127.865,,25,0.19547319412231445,9132B63EF16287E4,learned_prior
254,124,31,top8_s8_n12,8,True,254,2,114,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_8,12,3,145.10999999999999,,27,0.1236119270324707,B7C93ACFE059A0EE,learned_prior
254,124,31,top8_s8_n12,8,True,254,2,114,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_8,12,3,145.10999999999999,,27,0.23225712776184082,B7C93ACFE059A0EE,learned_prior
108,48,14,top8_s8_n12,8,True,117,1,61,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,5,7,truth_n5_63,12,2,58.685,,14,3.6460793018341064,5304317F,learned_prior
242,128,30,top8_s8_n12,8,True,255,2,119,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_9,12,3,148.695,,25,0.04067587852478027,366EB16F508EBAD7,learned_prior
242,128,30,top8_s8_n12,8,True,255,2,119,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_9,12,3,148.695,,25,0.22483372688293457,366EB16F508EBAD7,learned_prior
200,100,29,top8_s8_n12,8,True,207,2,95,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_0,12,4,120.055,,27,4.9563281536102295,C4B032CCD7C524A5,learned_prior
255,128,36,top8_s8_n12,8,True,267,2,123,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_10,12,3,149.43499999999997,,23,0.044300079345703125,7FCD9EB1A7CAD415,learned_prior
242,124,36,top8_s8_n12,8,True,245,2,107,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_10,12,3,144.425,,33,0.2390439510345459,7FCD9EB1A7CAD415,learned_prior
212,108,37,top8_s8_n12,8,True,216,2,96,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_3,12,3,126.67999999999999,,26,5.687744140625,CE177B4E0837B8A3,learned_prior
295,148,37,top8_s8_n12,8,True,307,2,141,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_11,12,3,171.815,,28,0.05210399627685547,E27A984D654821D0,learned_prior
213,112,37,top8_s8_n12,8,True,220,2,98,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_2,12,4,132.8,,26,6.276524782180786,D261A7AB3AA2E4F9,learned_prior
262,136,37,top8_s8_n12,8,True,268,2,116,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_11,12,3,157.66,,29,0.2617528438568115,E27A984D654821D0,learned_prior
222,112,34,top8_s8_n12,8,True,233,2,105,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_4,12,3,131.425,,29,5.800730228424072,66B2BC5B50C187FC,learned_prior
238,120,29,top8_s8_n12,8,True,239,1,103,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,8,truth_n6_12,12,2,138.13500000000002,,29,0.04136800765991211,A491F0B2EA1FCA65,learned_prior
232,120,36,top8_s8_n12,8,True,239,2,105,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_1,12,4,141.91500000000002,,30,7.026729106903076,E51F30DC6A7EE39,learned_prior
292,144,38,top8_s8_n12,8,True,297,2,135,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_13,12,3,167.485,,32,0.06023693084716797,24933B83757750A9,learned_prior
212,116,29,top8_s8_n12,8,True,213,2,91,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_12,12,3,134.585,,29,0.1940619945526123,A491F0B2EA1FCA65,learned_prior
183,96,29,top8_s8_n12,8,True,191,2,87,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_7,12,4,115.05499999999999,,23,5.092386722564697,9132B63EF16287E4,learned_prior
252,128,38,top8_s8_n12,8,True,257,2,113,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_13,12,3,149.065,,31,0.25652384757995605,24933B83757750A9,learned_prior
223,120,34,top8_s8_n12,8,True,229,2,99,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_14,12,3,139.345,,23,0.05005002021789551,23BED01D43CF2FDE,learned_prior
201,100,34,top8_s8_n12,8,True,206,2,92,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_14,12,3,118.05000000000001,,24,0.2028040885925293,23BED01D43CF2FDE,learned_prior
249,128,29,top8_s8_n12,8,True,249,2,109,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_15,12,3,148.78500000000003,,24,0.03345680236816406,BEB799193F22FAF8,learned_prior
213,108,34,top8_s8_n12,8,True,223,2,101,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_5,12,3,126.875,,25,6.06558084487915,10F1BC81448AAA9E,learned_prior
228,120,29,top8_s8_n12,8,True,235,2,103,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_15,12,3,139.675,,27,0.19960284233093262,BEB799193F22FAF8,learned_prior
261,128,35,top8_s8_n12,8,True,273,2,127,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_16,12,3,149.805,,25,0.04749584197998047,89FA6A688FB5D27B,learned_prior
261,128,35,top8_s8_n12,8,True,273,2,127,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_16,12,3,149.805,,25,0.22417879104614258,89FA6A688FB5D27B,learned_prior
205,96,33,top8_s8_n12,8,True,216,2,104,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_6,12,3,114.48,,23,6.262281894683838,E9C349E03602F8AC,learned_prior
220,112,31,top8_s8_n12,8,True,228,2,102,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_8,12,4,133.24,,29,5.566103935241699,B7C93ACFE059A0EE,learned_prior
224,116,31,top8_s8_n12,8,True,227,2,97,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_17,12,3,135.335,,24,0.04289078712463379,BF3C4C06434308BC,learned_prior
202,104,31,top8_s8_n12,8,True,205,2,89,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_17,12,3,122.045,,24,0.1998310089111328,BF3C4C06434308BC,learned_prior
257,128,34,top8_s8_n12,8,True,268,2,124,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_18,12,3,149.54000000000002,,26,0.05112123489379883,6DADD6C795A76D79,learned_prior
229,116,34,top8_s8_n12,8,True,233,2,103,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_18,12,3,135.685,,29,0.2282869815826416,6DADD6C795A76D79,learned_prior
232,112,30,top8_s8_n12,8,True,245,1,117,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,8,truth_n6_9,12,2,130.125,,25,6.221041917800903,366EB16F508EBAD7,learned_prior
226,112,33,top8_s8_n12,8,True,234,2,108,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_19,12,3,131.63,,21,0.0466158390045166,956269F0E5D7B875,learned_prior
226,112,33,top8_s8_n12,8,True,234,2,108,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_19,12,3,131.63,,21,0.24180197715759277,956269F0E5D7B875,learned_prior
209,108,36,top8_s8_n12,8,True,213,2,95,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_10,12,3,126.505,,29,6.1127331256866455,7FCD9EB1A7CAD415,learned_prior
251,128,30,top8_s8_n12,8,True,264,2,124,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_20,12,3,149.24,,27,0.04286384582519531,5CABCC97663F1C97,learned_prior
251,128,30,top8_s8_n12,8,True,264,2,124,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_20,12,3,149.24,,27,0.22804617881774902,5CABCC97663F1C97,learned_prior
178,92,29,top8_s8_n12,8,True,185,1,85,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,8,truth_n6_12,12,3,108.745,,28,4.554387092590332,A491F0B2EA1FCA65,learned_prior
295,152,35,top8_s8_n12,8,True,295,2,129,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_21,12,3,175.51500000000001,,30,0.057474613189697266,FF50BDE4382567B8,learned_prior
262,136,35,top8_s8_n12,8,True,275,2,123,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_21,12,3,157.83499999999998,,30,0.28299403190612793,FF50BDE4382567B8,learned_prior
165,80,34,top8_s8_n12,8,True,171,2,81,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_14,12,4,97.975,,23,4.472001791000366,23BED01D43CF2FDE,learned_prior
291,148,34,top8_s8_n12,8,True,295,2,131,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_22,12,4,173.375,,28,0.05039501190185547,2369B584FF5E9FF0,learned_prior
275,140,34,top8_s8_n12,8,True,281,2,121,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_22,12,3,162.425,,31,0.2547159194946289,2369B584FF5E9FF0,learned_prior
211,108,29,top8_s8_n12,8,True,215,2,95,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_15,12,3,126.615,,25,5.066092014312744,BEB799193F22FAF8,learned_prior
253,128,24,top8_s8_n12,8,True,253,2,105,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_23,12,3,148.965,,24,0.030910015106201172,7E570DDF827050A8,learned_prior
233,120,24,top8_s8_n12,8,True,233,2,97,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_23,12,3,139.785,,24,0.19536399841308594,7E570DDF827050A8,learned_prior
193,96,31,top8_s8_n12,8,True,197,2,89,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_17,12,3,113.565,,23,4.786586046218872,BF3C4C06434308BC,learned_prior
281,144,37,top8_s8_n12,8,True,285,2,127,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_24,12,3,166.78500000000003,,28,0.05613899230957031,C17AF08A1745D6D8,learned_prior
224,112,38,top8_s8_n12,8,True,236,2,108,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_13,12,3,131.58,,30,6.083229064941406,24933B83757750A9,learned_prior
216,112,37,top8_s8_n12,8,True,226,2,102,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_11,12,4,133.05,,31,6.475870132446289,E27A984D654821D0,learned_prior
236,128,31,top8_s8_n12,8,True,240,1,102,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,8,truth_n6_25,12,2,146.06,,25,0.039260149002075195,DC713D960C0FD195,learned_prior
253,132,37,top8_s8_n12,8,True,261,2,113,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_24,12,3,153.165,,26,0.2676539421081543,C17AF08A1745D6D8,learned_prior
205,108,31,top8_s8_n12,8,True,212,2,94,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_25,12,3,126.32,,26,0.19783806800842285,DC713D960C0FD195,learned_prior
256,128,32,top8_s8_n12,8,True,262,2,118,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_26,12,3,149.35000000000002,,24,0.042639970779418945,27209BDF1C11F735,learned_prior
232,120,32,top8_s8_n12,8,True,238,2,104,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_26,12,3,139.89,,24,0.22733402252197266,27209BDF1C11F735,learned_prior
173,84,34,top8_s8_n12,8,True,179,2,83,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_18,12,3,100.435,,23,5.290568828582764,6DADD6C795A76D79,learned_prior
256,128,36,top8_s8_n12,8,True,264,2,120,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_27,12,3,149.4,,23,0.17135000228881836,28F49481A0A04DC4,learned_prior
194,96,35,top8_s8_n12,8,True,199,2,91,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_16,12,4,115.655,,29,6.2212042808532715,89FA6A688FB5D27B,learned_prior
226,116,36,top8_s8_n12,8,True,234,2,104,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_27,12,3,135.59,,26,0.24256396293640137,28F49481A0A04DC4,learned_prior
222,108,29,top8_s8_n12,8,True,229,2,107,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_28,12,3,127.38499999999999,,24,0.035555124282836914,AE340454CAC5B68C,learned_prior
222,108,29,top8_s8_n12,8,True,229,2,107,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_28,12,3,127.38499999999999,,24,0.18695425987243652,AE340454CAC5B68C,learned_prior
209,104,33,top8_s8_n12,8,True,215,2,101,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_19,12,3,122.595,,32,5.540229797363281,956269F0E5D7B875,learned_prior
231,112,25,top8_s8_n12,8,True,241,2,113,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_29,12,3,131.98499999999999,,23,0.05262112617492676,98AE43346C12ACE8,learned_prior
216,112,25,top8_s8_n12,8,True,218,2,94,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_29,12,3,130.85,,28,0.2199869155883789,98AE43346C12ACE8,learned_prior
203,104,30,top8_s8_n12,8,True,208,2,92,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_20,12,4,124.16000000000001,,28,5.947221994400024,5CABCC97663F1C97,learned_prior
241,120,28,top8_s8_n12,8,True,245,2,109,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_30,12,3,140.405,,30,0.20659589767456055,62801C4510435A10,learned_prior
203,100,24,top8_s8_n12,8,True,208,2,94,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_23,12,3,118.18,,26,4.76899790763855,7E570DDF827050A8,learned_prior
222,116,28,top8_s8_n12,8,True,226,2,100,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_30,12,3,135.26999999999998,,30,0.25446581840515137,62801C4510435A10,learned_prior
258,128,29,top8_s8_n12,8,True,258,1,110,8,8,and_affine_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,8,truth_n6_31,12,2,147.29,,29,0.03741168975830078,988C24C961B1CD22,learned_prior
242,124,29,top8_s8_n12,8,True,242,2,102,8,8,and_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_31,12,3,144.33,,29,0.18685483932495117,988C24C961B1CD22,learned_prior
168,88,31,top8_s8_n12,8,True,178,2,82,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_25,12,4,106.21,,23,4.963411808013916,DC713D960C0FD195,learned_prior
3,0,3,top8_s8_n12,8,True,3,0,3,8,8,and_affine_nmcts,no_prior,3,4,parity_n3,12,0,0.19499999999999998,,3,0.001352071762084961,96,no_prior
3,0,3,top8_s8_n12,8,True,3,0,3,8,8,and_resource_nmcts,no_prior,3,4,parity_n3,12,0,0.19499999999999998,,3,0.0021479129791259766,96,no_prior
3,0,3,top8_s8_n12,8,True,3,0,3,8,8,and_pareto_resource_nmcts,no_prior,3,4,parity_n3,12,0,0.19499999999999998,,3,0.018161773681640625,96,no_prior
12,4,3,top8_s8_n12,8,True,12,0,8,8,8,and_affine_nmcts,no_prior,3,4,majority_n3,12,0,4.74,,2,0.0015990734100341797,E8,no_prior
12,4,3,top8_s8_n12,8,True,12,0,8,8,8,and_resource_nmcts,no_prior,3,4,majority_n3,12,0,4.74,,2,0.0029311180114746094,E8,no_prior
12,4,3,top8_s8_n12,8,True,12,0,8,8,8,and_pareto_resource_nmcts,no_prior,3,4,majority_n3,12,0,4.74,,2,0.028687000274658203,E8,no_prior
12,4,3,top8_s8_n12,8,True,12,0,8,8,8,and_affine_nmcts,no_prior,3,4,threshold2_n3,12,0,4.74,,2,0.0015430450439453125,E8,no_prior
12,4,3,top8_s8_n12,8,True,12,0,8,8,8,and_resource_nmcts,no_prior,3,4,threshold2_n3,12,0,4.74,,2,0.002919912338256836,E8,no_prior
12,4,3,top8_s8_n12,8,True,12,0,8,8,8,and_pareto_resource_nmcts,no_prior,3,4,threshold2_n3,12,0,4.74,,2,0.028350114822387695,E8,no_prior
4,0,4,top8_s8_n12,8,True,4,0,4,8,8,and_affine_nmcts,no_prior,4,5,parity_n4,12,0,0.26,,4,0.0016438961029052734,6996,no_prior
4,0,4,top8_s8_n12,8,True,4,0,4,8,8,and_resource_nmcts,no_prior,4,5,parity_n4,12,0,0.26,,4,0.003495931625366211,6996,no_prior
4,0,4,top8_s8_n12,8,True,4,0,4,8,8,and_pareto_resource_nmcts,no_prior,4,5,parity_n4,12,0,0.26,,4,0.03564190864562988,6996,no_prior
233,116,35,top8_s8_n12,8,True,244,2,110,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_21,12,3,136.07999999999998,,26,6.721541881561279,FF50BDE4382567B8,learned_prior
49,24,5,top8_s8_n12,8,True,58,1,32,8,8,and_affine_nmcts,no_prior,4,6,majority_n4,12,2,31.150000000000002,,8,0.04834890365600586,E880,no_prior
49,24,5,top8_s8_n12,8,True,58,1,32,8,8,and_resource_nmcts,no_prior,4,6,majority_n4,12,2,31.150000000000002,,8,0.06727790832519531,E880,no_prior
227,116,34,top8_s8_n12,8,True,237,2,107,8,8,and_pareto_resource_nmcts,/Users/zhouzixiang/Desktop/tzb/src/resource_nmcts_experiment/models/action_scorer.pt,6,9,truth_n6_22,12,3,135.70499999999998,,29,6.478618860244751,2369B584FF5E9FF0,learned_prior
49,24,7,top8_s8_n12,8,True,51,1,25,8,8,and_affine_nmcts,no_prior,4,6,threshold2_n4,12,2,30.975,,7,0.04455399513244629,FEE8,no_prior
49,24,7,top8_s8_n12,8,True,49,1,23,8,8,and_resource_nmcts,no_prior,4,6,threshold2_n4,12,2,30.925,,7,0.06209516525268555,FEE8,no_prior
5,0,5,top8_s8_n12,8,True,5,0,5,8,8,and_affine_nmcts,no_prior,5,6,parity_n5,12,0,0.325,,5,0.002202749252319336,96696996,no_prior
5,0,5,top8_s8_n12,8,True,5,0,5,8,8,and_resource_nmcts,no_prior,5,6,parity_n5,12,0,0.325,,5,0.007902860641479492,96696996,no_prior
5,0,5,top8_s8_n12,8,True,5,0,5,8,8,and_pareto_resource_nmcts,no_prior,5,6,parity_n5,12,0,0.325,,5,0.0816648006439209,96696996,no_prior
70,32,15,top8_s8_n12,8,True,70,1,34,8,8,and_affine_nmcts,no_prior,5,7,majority_n5,12,2,40.19,,6,0.07684803009033203,FEE8E880,no_prior
